"id";"instance_id";"item_id";"test_equipment_pn";"test_equipment_description";"test_asset_category_path";"category_id";"test_equipment_internal_descrip";"test_asset_name";"test_asset_name_type";"utilization_status_id";"status";"quantity";"location_org_id";"location_org";"location_id";"locator_id";"default_location_id";"default_locator_id";"location";"locator";"location_type";"location_restricted_flag";"default_location";"default_locator";"restricted_pn_list";"instance_departments"
"1034";"26016";"15232";"537958A-04";"TEST KIT FOR PXIE-4357";"Test Equipments / KIT / FVT";"1250";;"14213";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"150017.0";"121930.0";"150017.0";"Remstar #5 (KIT)";"M22G01";"POT";"Y";"Remstar #5 (KIT)";"M22G01";;"Mfg Test"
"1035";"26154";"16172";"532727A-KIT";"TEST KIT FOR 17XX NI SMART CAMERA AND HAVANA PROCESSOR BOARD";"Test Equipments / KIT / FVT";"1250";;"532727A-KIT_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121944";"150152.0";"121944.0";"150152.0";"POT-os szekrény A";"T3D02";"POT";"Y";"POT-os szekrény A";"T3D02";;"Mfg Test"
"1036";"26185";"16196";"536354A-KIT";"TEST KIT FOR MCC PCI-DUAL-AC5, FVT";"Test Equipments / KIT / FVT";"1250";;"536354A-KIT_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"150183.0";"121930.0";"150183.0";"Remstar #5 (KIT)";"M21A04";"POT";"Y";"Remstar #5 (KIT)";"M21A04";;"Mfg Test"
"1037";"26306";"16280";"BD2M32-01G";"RAM Memoria VXI-834X, VXI-1394";"Test Equipments / KIT / FVT";"1250";;"BD2M32-01G_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121928";"150304.0";"121928.0";"150304.0";"Remstar #3 (POT)";"X3C04";"POT";"Y";"Remstar #3 (POT)";"X3C04";;"Mfg Test"
"1038";"26958";"16744";"160524A-01";"CCA, IMAQ ANALOG TEST FIXTURE,CHANNEL-LINK";"Test Equipments / KIT / FVT";"1250";;"CC1177";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121928";"150924.0";"121928.0";"150924.0";"Remstar #3 (POT)";"X14B25";"POT";"Y";"Remstar #3 (POT)";"X14B25";;"Mfg Test"
"1039";"27702";"17280";"123456-78";"ESD Porszívó";"Test Equipments / KIT / FVT";"1250";;"ABC123";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"123408";"150252.0";"123408.0";"150252.0";"POT-os szekrény B";"szekrény";"POT";"Y";"POT-os szekrény B";"szekrény";;"Mfg Test"
"1040";"27745";"15065";"539224A-21";"TE, ITA FOR IC-317X (GRAND CAYMAN), FVT";"Test Equipments / ITA";"1211";;"539224A-21_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121987";"151675.0";"121987.0";"151675.0";"POT-os salgó C";"C7A01";"POT";"Y";"POT-os salgó C";"C7A01";;"Mfg Test"
"1041";"27746";"15387";"539224A-22";"TE, TEST FIXTURE FOR IC-317X (GRAND CAYMAN), FVT";"Test Equipments / KIT / FVT";"1250";;"539224A-22_102";"SERIAL";"3.0";"In use";"1";"1027";"DEB";"23736";"151271.0";"121987.0";"151676.0";"BU - RMA";"RMA";"TAFU";"N";"POT-os salgó C";"C7A02";;"Mfg Test"
"1042";"28055";"17575";"539794A-10";"TE, PXIE-4309 FVT TERMINAL BLOCK, MODULE ASSY";"Test Equipments / KIT / FVT";"1250";;"539794A-10_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121987";"151981.0";"121987.0";"151981.0";"POT-os salgó C";"C4A04";"POT";"Y";"POT-os salgó C";"C4A04";;"Mfg Test"
"1043";"28226";"17721";"540919A-400";"GREEN LANTERN (PXIE-4132)";"Test Equipments / KIT / FVT";"1250";;"540919A-400_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"152145.0";"121930.0";"152145.0";"Remstar #5 (KIT)";"M16A30";"POT";"Y";"Remstar #5 (KIT)";"M16A30";;"Mfg Test"
"1044";"28244";"17720";"540919A-200";"SPECTRE (PXIE-4138/9)";"Test Equipments / KIT / FVT";"1250";;"540919A-200_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"152163.0";"121930.0";"152163.0";"Remstar #5 (KIT)";"M16A34";"POT";"Y";"Remstar #5 (KIT)";"M16A34";;"Mfg Test"
"1045";"28263";"17745";"540565A-03";"TEST KIT FOR WPC PRODUCTS, IFT, FVT, MICROPROSS";"Test Equipments / KIT / FVT";"1250";;"540565A-03_101";"SERIAL";"3.0";"In use";"1";"1027";"DEB";"23736";;"121930.0";"152182.0";"BU - RMA";;"TAFU";"N";"Remstar #5 (KIT)";"M18E03";;"Mfg Test"
"1046";"28269";"17281";"531600A-20";"TE, ITA, PXIE-4480/4481 (VIPER) HIGH BW DSA";"Test Equipments / ITA";"1211";;"531600A-20_102";"SERIAL";"3.0";"In use";"1";"1027";"DEB";"23770";;"121935.0";"152187.0";"Laborok - FVT Test tech labor";;"TAFU";"N";"POT-os salgó D";"D3A03";;"Mfg Test"
"1047";"28278";"17753";"541503A-02";"NI VIRTUALBENCH (VB-8034)";"Test Equipments / KIT / FVT";"1250";;"3187650";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"123408";"152196.0";"123408.0";"152196.0";"POT-os szekrény B";"E2A02";"POT";"Y";"POT-os szekrény B";"E2A02";;"Mfg Test"
"1048";"28300";"17770";"541491A-10";"TE, TEST KIT FOR PXIE-798X MDK FAM AND EXTENDER";"Test Equipments / KIT / FVT";"1250";;"541491A-10_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"152218.0";"121930.0";"152218.0";"Remstar #5 (KIT)";"M16A40";"POT";"Y";"Remstar #5 (KIT)";"M16A40";;"Mfg Test"
"1049";"28369";"17817";"540597-30";"TEST FIXTURE FOR BATTERY(SPIDER NO SUPERCAP)FVT";"Test Equipments / KIT / FVT";"1250";;"540597-30_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121935";"152032.0";"121935.0";"152032.0";"POT-os salgó D";"D7A02";"POT";"Y";"POT-os salgó D";"D7A02";;"Mfg Test"
"1050";"28489";"3285";"541101A-050";"NIL-TEST FIXTURE CASETTE FOR  VOLTAGE MEASUREMENT DC AND AC (VOLT_MEAS_DI2),FVT";"Test Equipments / Fixture";"22";"TE, ASSEMBLY, MAIN, MECHANICAL, NI LEUVEN VOLTAGE MEASUREMENT TEST FIXTURE (VOLT_MEAS_DI2)";"541101A-050_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121928";"400313.0";"121928.0";"400313.0";"Remstar #3 (POT)";"X20D004";"POT";"Y";"Remstar #3 (POT)";"X20D004";;"Mfg Test"
"1051";"29199";"18246";"539393A-50";"TE, ITA FOR DCM-23XX (B2) BOOST SUPPLY BOARD";"Test Equipments / ITA";"1211";;"539393A-50_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"462595.0";"126235.0";"462595.0";"Logisztikai polcok";"Log8-F-1";"TAFU";"N";"Logisztikai polcok";"Log8-F-1";;"Mfg Test"
"1052";"29225";"18258";"538931G-52";"TE, ITA FOR SMASHER-BASED FVT";"Test Equipments / ITA";"1211";;"538931G-52_202";"SERIAL";"3.0";"In use";"1";"1027";"DEB";"459280";"463051.0";"121928.0";"400161.0";"DAQ&C2";"Production";"TAFU";"N";"Remstar #3 (POT)";"X20C002";;"Mfg Test"
"1053";"29227";"18266";"539003A-25";"TE, CCA TEST FIXTURE FOR SOL 4-SLOT (CRIO-9063/64/65/9147)";"Test Equipments / Fixture";"1210";;"539003A-25_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459280";"463051.0";"126235.0";"154153.0";"DAQ&C2";"Production";"TAFU";"N";"Logisztikai polcok";"#Log-11/1";;"Mfg Test"
"1054";"29242";"18273";"539002A-28";"TE, CCA TEST FIXTURE FOR TOMCAT NI 9145 AND SOL 8-SLOT (CRIO-9067)";"Test Equipments / Fixture";"1210";;"539002A-28_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"23710";"90041.0";"126235.0";"154153.0";"Dinamikus lokációk";"D";"TAFU";"N";"Logisztikai polcok";"#Log-11/1";;"Mfg Test"
"1055";"29249";"19901";"539839C-11";"TE, ITA FOR CDAQ-9185/9 ""BLUEFIN"" AND CRIO-905X ""SWORDFISH"" FVT AND 9805 IFT AND FVT";"Test Equipments / Fixture";"22";;"539839C-11_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459280";"463051.0";"121928.0";"400909.0";"DAQ&C2";"Production";"TAFU";"N";"Remstar #3 (POT)";"X21D001";;"Mfg Test"
"1056";"29252";"18278";"161431A-01";"fixture - CFP CONTROLLER FVT TEST";"Test Equipments / Fixture";"1210";;"161431A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"462497.0";"126235.0";"462497.0";"Logisztikai polcok";"Log7-A-1";"TAFU";"N";"Logisztikai polcok";"Log7-A-1";;"Mfg Test"
"1057";"29274";"36284";"539645B-03";"TE, NI 9202, NI 9252 AND NI 9326 ITA, CRIO MODULE";"Test Equipments / ITA";"23";;"539645B-03_101";"SERIAL";"21.0";"Planned downtime";"1";"1027";"DEB";"459260";"463050.0";"390367.0";"458162.0";"DAQ&C1";"Production";"TAFU";"N";"DAQ&C1 - Salgó polcok";"C1-1/G04";;"Mfg Test"
"1058";"29280";"18295";"532855C-01";"A.Board - Pass Through AdapterBoard";"Test Equipments / Fixture";"1210";;"532855C-01_104";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154155.0";"126235.0";"154155.0";"Logisztikai polcok";"#Log-11/3";"TAFU";"N";"Logisztikai polcok";"#Log-11/3";;"Mfg Test"
"1059";"29282";"18296";"165416A-01";"CRIO FVT, CCA ONLY CARRIER";"Test Equipments / Fixture";"1210";;"165416A-01_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154155.0";"126235.0";"154155.0";"Logisztikai polcok";"#Log-11/3";"TAFU";"N";"Logisztikai polcok";"#Log-11/3";;"Mfg Test"
"1060";"29285";"18296";"165416A-01";"CRIO FVT, CCA ONLY CARRIER";"Test Equipments / Fixture";"1210";;"165416A-01_103";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154155.0";"126235.0";"154155.0";"Logisztikai polcok";"#Log-11/3";"TAFU";"N";"Logisztikai polcok";"#Log-11/3";;"Mfg Test"
"1061";"29331";"18336";"163857A-01";"TEST FIXTURE, HIPOT, SCXI-1162/1162HV/1163/1163R";"Test Equipments / Fixture";"1210";;"163857A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154160.0";"126235.0";"154160.0";"Logisztikai polcok";"#Log-13/3";"TAFU";"N";"Logisztikai polcok";"#Log-13/3";;"Mfg Test"
"1062";"29351";"11641";"162330A-01";"TEST CABLE, HI-POT, XX85";"Test Equipments / Fixture";"1210";;"162330A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154160.0";"126235.0";"154160.0";"Logisztikai polcok";"#Log-13/3";"TAFU";"N";"Logisztikai polcok";"#Log-13/3";;"Mfg Test"
"1063";"29352";"18352";"537858A-20";"TE, HV TO 3 POS COMBICON CABLE";"Test Equipments / Fixture";"1210";;"537858A-20_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154160.0";"126235.0";"154160.0";"Logisztikai polcok";"#Log-13/3";"TAFU";"N";"Logisztikai polcok";"#Log-13/3";;"Mfg Test"
"1064";"29356";"18356";"531843A-01";"TE, HIPOT HIGH VOLTAGE TEST CABLE FOR THE USB-6218 AND USB-6215 PRODUCTS";"Test Equipments / Fixture";"1210";;"531843A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154160.0";"126235.0";"154160.0";"Logisztikai polcok";"#Log-13/3";"TAFU";"N";"Logisztikai polcok";"#Log-13/3";;"Mfg Test"
"1065";"29362";"18362";"530335A-01";"TE, SCXI-1127/28 HIPOT FIXTURE VERIFICATION MODULE";"Test Equipments / Fixture";"1210";;"530335A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154160.0";"126235.0";"154160.0";"Logisztikai polcok";"#Log-13/3";"TAFU";"N";"Logisztikai polcok";"#Log-13/3";;"Mfg Test"
"1066";"29366";"18364";"533099A-01";"TE, HIGH VOLTAGE INTERLOCK BOARD PCB";"Test Equipments / Fixture";"1210";;"533099A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154160.0";"126235.0";"154160.0";"Logisztikai polcok";"#Log-13/3";"TAFU";"N";"Logisztikai polcok";"#Log-13/3";;"Mfg Test"
"1067";"29383";"18379";"537895A-04";"USB-1X08FS PLUS";"Test Equipments / Fixture";"1210";;"537895A-04_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459300";"463029.0";"459300.0";"463029.0";"DAQ&C4";"Production";"TAFU";"N";"DAQ&C4";"Production";;"Mfg Test"
"1068";"29392";"18383";"534990A-01";"fixture - MCC USB-1208HS";"Test Equipments / Fixture";"1210";;"534990A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459300";"463029.0";"459300.0";"463029.0";"DAQ&C4";"Production";"TAFU";"N";"DAQ&C4";"Production";;"Mfg Test"
"1069";"29413";"18399";"540182A-00";"TE, ITA, FOR PXIE-4162/4163, IFT/FVT";"Test Equipments / ITA";"1211";;"540182A-00_103";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"23701";;"23701.0";;"Egyfokos szoba (MFG)";;"TAFU";"N";"Egyfokos szoba (MFG)";;;"Mfg Test"
"1070";"29457";"18420";"532594A-01";"10 K LOAD PASS THRU BOARD";"Test Equipments / Fixture";"1210";;"532594A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459260";;"126264.0";"154173.0";"DAQ&C1";;"TAFU";"N";"DAQ & Control 1";"DAQ&C1";;"Mfg Test"
"1071";"29472";"18428";"540637A-18";"TE, HIPOT TEST FIXTURE VERIFICATION MODULE FOR 28-PINS SPRING TERMINAL, CRIO MODULES";"Test Equipments / Fixture";"1210";;"540637A-18_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459260";;"126264.0";"154173.0";"DAQ&C1";;"TAFU";"N";"DAQ & Control 1";"DAQ&C1";;"Mfg Test"
"1072";"29479";"18435";"540967A-09";"TE, HIPOT VERIFICATION MODULE FOR 12 POS COMBICON, FREQUENCY INPUT, CRIO MODULE";"Test Equipments / Fixture";"1210";;"540967A-09_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459260";;"126264.0";"154173.0";"DAQ&C1";;"TAFU";"N";"DAQ & Control 1";"DAQ&C1";;"Mfg Test"
"1073";"29506";"18445";"533260B-01";"fixture - SBRIO-961X/963X/964X IFT/FVT FIXTURE - BU2-L2  FVT";"Test Equipments / Fixture";"1210";;"533260B-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154359.0";"126235.0";"462514.0";"Logisztikai polcok";"Logistic";"TAFU";"N";"Logisztikai polcok";"Log7-C-4";;"Mfg Test"
"1074";"29512";"12843";"534555A-KIT";"TEST KIT FOR BNC BLUEJAY (OPTIONAL) FIXTURE!";"Test Equipments / Fixture";"1210";;"534555A-KIT_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459261";;"126235.0";"154292.0";"DAQ&C3";;"TAFU";"N";"Logisztikai polcok";"Log3-B-2";;"Mfg Test"
"1075";"29539";"18467";"533271A-01";"fixture - CRIO BNC";"Test Equipments / Fixture";"1210";;"533271A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"390367";"458515.0";"390367.0";"458515.0";"DAQ&C1 - Salgó polcok";"C1-5/B07";"TAFU";"N";"DAQ&C1 - Salgó polcok";"C1-5/B07";;"Mfg Test"
"1076";"29541";"18468";"533391A-20";"CRIO 10-PIN COMBICON";"Test Equipments / Fixture";"1210";;"533391A-20_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459260";"463050.0";"390367.0";"458311.0";"DAQ&C1";"Production";"TAFU";"N";"DAQ&C1 - Salgó polcok";"C1-3/B03";;"Mfg Test"
"1077";"29543";"18469";"533845A-01";"NI 951x";"Test Equipments / Fixture";"1210";;"533845A-01_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"390367";"458312.0";"390367.0";"458312.0";"DAQ&C1 - Salgó polcok";"C1-3/B04";"TAFU";"N";"DAQ&C1 - Salgó polcok";"C1-3/B04";;"Mfg Test"
"1078";"29551";"18475";"161308A-01";"COMPACT FIELD POINT I/O MODULES";"Test Equipments / Fixture";"1210";;"161308A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459260";;"126264.0";"154188.0";"DAQ&C1";;"TAFU";"N";"DAQ & Control 1";"FVT-BU/06";;"Mfg Test"
"1079";"29552";"18458";"531395A-01";"fixture - CRIO HIPOT SCANNER (16 POS COMBICON)";"Test Equipments / Fixture";"1210";;"531395A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459260";"463050.0";"390367.0";"458520.0";"DAQ&C1";"Production";"TAFU";"N";"DAQ&C1 - Salgó polcok";"C1-5/C02";;"Mfg Test"
"1080";"29577";"18490";"532744A-01";"VM - RJ50 FIXTURE";"Test Equipments / Fixture";"1210";;"532744A-01_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154189.0";"126235.0";"154189.0";"Logisztikai polcok";"FVT-BU/06";"TAFU";"N";"Logisztikai polcok";"FVT-BU/06";;"Mfg Test"
"1081";"29582";"18495";"534036A-01";"VM - CRIO 4 X 2";"Test Equipments / Fixture";"1210";;"534036A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459260";"463050.0";"126235.0";"154189.0";"DAQ&C1";"Production";"TAFU";"N";"Logisztikai polcok";"FVT-BU/06";;"Mfg Test"
"1082";"29594";"18506";"539120A-01";"TE, HIPOT TEST FIXTURE FOR NI 9860";"Test Equipments / Fixture";"1210";;"539120A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"390367";"458303.0";"390367.0";"458303.0";"DAQ&C1 - Salgó polcok";"C1-3/A05";"TAFU";"N";"DAQ&C1 - Salgó polcok";"C1-3/A05";;"Mfg Test"
"1083";"29596";"18507";"539119A-01";"NI 9246/9247 HIPOT TEST FIXTURE";"Test Equipments / Fixture";"1210";;"539119A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"390367";"458302.0";"390367.0";"458302.0";"DAQ&C1 - Salgó polcok";"C1-3/A04";"TAFU";"N";"DAQ&C1 - Salgó polcok";"C1-3/A04";;"Mfg Test"
"1084";"29601";"18512";"539818A-04";"TE, 4CH MINITC, HIPOT FIXTURE, VERIFICATION MODULE";"Test Equipments / Fixture";"1210";;"539818A-04_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154189.0";"126235.0";"154189.0";"Logisztikai polcok";"FVT-BU/06";"TAFU";"N";"Logisztikai polcok";"FVT-BU/06";;"Mfg Test"
"1085";"29607";"18518";"531183A-13";"TBX-1328/1329 HIPOT CABLE";"Test Equipments / Fixture";"1210";;"531183A-13_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154190.0";"126235.0";"154190.0";"Logisztikai polcok";"FVT-BU/07";"TAFU";"N";"Logisztikai polcok";"FVT-BU/07";;"Mfg Test"
"1086";"29609";"18520";"532584B-01";"TB-2666 Failing module ? BU7-Polc-3";"Test Equipments / Fixture";"1210";;"532584B-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154190.0";"126235.0";"154190.0";"Logisztikai polcok";"FVT-BU/07";"TAFU";"N";"Logisztikai polcok";"FVT-BU/07";;"Mfg Test"
"1087";"29620";"18531";"535182A-01";"TE, PXI-4132 HI-POT FIXTURE VERIFICATION BOARD";"Test Equipments / Fixture";"1210";;"535182A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154190.0";"126235.0";"154190.0";"Logisztikai polcok";"FVT-BU/07";"TAFU";"N";"Logisztikai polcok";"FVT-BU/07";;"Mfg Test"
"1088";"29632";"18540";"539826A-06";"TE, TF410 TEST FIXTURE FOR E-SAT/IN, FVT";"Test Equipments / Fixture";"1210";;"539826A-06_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154192.0";"126235.0";"154192.0";"Logisztikai polcok";"FVT-BU/12";"TAFU";"N";"Logisztikai polcok";"FVT-BU/12";;"Mfg Test"
"1089";"29633";"18541";"539826A-05";"TE, TF410A PERSONALITY MODULE FOR E-SAT/IN, FVT";"Test Equipments / Fixture";"1210";;"539826A-05_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154192.0";"126235.0";"154192.0";"Logisztikai polcok";"FVT-BU/12";"TAFU";"N";"Logisztikai polcok";"FVT-BU/12";;"Mfg Test"
"1090";"29656";"18555";"539837A-06";"TE, TF427 TEST FIXTURE FOR DT9817-H. FVT";"Test Equipments / Fixture";"1210";;"539837A-06_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154192.0";"126235.0";"154192.0";"Logisztikai polcok";"FVT-BU/12";"TAFU";"N";"Logisztikai polcok";"FVT-BU/12";;"Mfg Test"
"1091";"29657";"18556";"539837A-05";"TE, TF422 PERSONALITY MODULE FOR DT9817-H, FVT";"Test Equipments / ITA";"1211";;"539837A-05_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154192.0";"126235.0";"154192.0";"Logisztikai polcok";"FVT-BU/12";"TAFU";"N";"Logisztikai polcok";"FVT-BU/12";;"Mfg Test"
"1092";"29684";"18300";"540036A-05";"TE, TF441 TEST FIXTURE";"Test Equipments / Fixture";"1210";;"540036A-05_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154192.0";"126235.0";"154192.0";"Logisztikai polcok";"FVT-BU/12";"TAFU";"N";"Logisztikai polcok";"FVT-BU/12";;"Mfg Test"
"1093";"29691";"18575";"540037A-05";"TE, TF439 TEST FIXTURE FOR DT9871 RISER CARD";"Test Equipments / Fixture";"1210";;"540037A-05_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154192.0";"126235.0";"154192.0";"Logisztikai polcok";"FVT-BU/12";"TAFU";"N";"Logisztikai polcok";"FVT-BU/12";;"Mfg Test"
"1094";"29710";"18583";"533490A-02";"CRIO,9246/47 ITA";"Test Equipments / ITA";"1211";;"533490A-02_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"444660.0";"121930.0";"444660.0";"Remstar #5 (KIT)";"M14G002";"POT";"Y";"Remstar #5 (KIT)";"M14G002";;"Mfg Test"
"1095";"29736";"18596";"537622C-11";"ITA FOR NI 9467 / 9469 / 9860 / TRANSCEIVER CABLE 2.0";"Test Equipments / ITA";"1211";;"537622C-11_103";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"390367";"458133.0";"390367.0";"458133.0";"DAQ&C1 - Salgó polcok";"C1-1/D05";"TAFU";"N";"DAQ&C1 - Salgó polcok";"C1-1/D05";;"Mfg Test"
"1096";"29745";"18600";"531343A-01";"MECHANICAL COMPACT RIO MODULES";"Test Equipments / Fixture";"1210";;"531343A-01_103";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121928";"399263.0";"121928.0";"399263.0";"Remstar #3 (POT)";"X19A004";"POT";"Y";"Remstar #3 (POT)";"X19A004";;"Mfg Test"
"1097";"29772";"18614";"537456A-00";"TE, NI-9795 TEST FIXTURE WSN";"Test Equipments / Fixture";"22";;"537456A-00_102";"SERIAL";"21.0";"Planned downtime";"1";"1027";"DEB";"121928";"399560.0";"121928.0";"399560.0";"Remstar #3 (POT)";"X19C001";"POT";"Y";"Remstar #3 (POT)";"X19C001";;"Mfg Test"
"1098";"29814";"18636";"531393A-01";"CRIO 16 POS COMBICON";"Test Equipments / Fixture";"1210";;"531393A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459260";"463050.0";"390367.0";"458221.0";"DAQ&C1";"Production";"TAFU";"N";"DAQ&C1 - Salgó polcok";"C1-2/C03";;"Mfg Test"
"1099";"29822";"18640";"532322A-01";"fixture - CRIO NI 9478";"Test Equipments / Fixture";"1210";;"532322A-01_101";"SERIAL";"3.0";"In use";"1";"1027";"DEB";"459260";"463026.0";"121928.0";"398817.0";"DAQ&C1";"Debug";"TAFU";"N";"Remstar #3 (POT)";"X18B003";;"Mfg Test"
"1100";"29840";"18308";"539537A-04";"TE, 16 POS COMBICON FVT TEST FIXTURE, CRIO MODULE";"Test Equipments / Fixture";"1210";;"539537A-04_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"390367";"458272.0";"390367.0";"458272.0";"DAQ&C1 - Salgó polcok";"C1-2/H04";"TAFU";"N";"DAQ&C1 - Salgó polcok";"C1-2/H04";;"Mfg Test"
"1101";"29853";"18659";"537736B-01";"MCC-UTS FOR MBB BOARDS";"Test Equipments / Fixture";"1210";;"537736B-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459300";"463029.0";"459300.0";"463029.0";"DAQ&C4";"Production";"TAFU";"N";"DAQ&C4";"Production";;"Mfg Test"
"1102";"29857";"18662";"537650E-01";"fixture - MCC, DAQ ON A CHIP/BLUETOOTH";"Test Equipments / Fixture";"1210";;"537650E-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459300";"463029.0";"459300.0";"463029.0";"DAQ&C4";"Production";"TAFU";"N";"DAQ&C4";"Production";;"Mfg Test"
"1103";"29860";"18664";"537652A-01";"fixture - MCC-UTS EXTENDER PLATE";"Test Equipments / Fixture";"1210";;"537652A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459300";"463029.0";"126235.0";"462455.0";"DAQ&C4";"Production";"TAFU";"N";"Logisztikai polcok";"Log6-C-1";;"Mfg Test"
"1104";"29866";"18669";"531909C-01";"TE, CRIO, MINI COMBICON, 4, 2-POS CONNECTORS,  FVT TEST FIXTURE";"Test Equipments / Fixture";"1210";;"531909C-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459260";"463050.0";"390367.0";"458179.0";"DAQ&C1";"Production";"TAFU";"N";"DAQ&C1 - Salgó polcok";"C1-1/I01";;"Mfg Test"
"1105";"29881";"18677";"195247A-01";"DBK43A  ";"Test Equipments / Fixture";"1210";;"195247A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459281";;"126270.0";"154360.0";"DAQ&C4 - MCC tároló";;"TAFU";"N";"DAQ & Control 4";"MCC/IOTECH tároló";;"Mfg Test"
"1106";"29889";"18683";"197986A-01";"DAQBOOK/3000USB VOLTS";"Test Equipments / Fixture";"1210";;"197986A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459281";;"126270.0";"154360.0";"DAQ&C4 - MCC tároló";;"TAFU";"N";"DAQ & Control 4";"MCC/IOTECH tároló";;"Mfg Test"
"1107";"29904";"18687";"195202B-02";"ENET BOARD FOR WAVEBOOK/516E";"Test Equipments / Fixture";"1210";;"195202B-02_103";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459281";;"126270.0";"154360.0";"DAQ&C4 - MCC tároló";;"TAFU";"N";"DAQ & Control 4";"MCC/IOTECH tároló";;"Mfg Test"
"1108";"29923";"18700";"195244A-01";"DBK4  ";"Test Equipments / Fixture";"1210";;"195244A-01_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459281";;"126270.0";"154360.0";"DAQ&C4 - MCC tároló";;"TAFU";"N";"DAQ & Control 4";"MCC/IOTECH tároló";;"Mfg Test"
